Dow Jones,S&P 500,NASDAQ
24726.65,2679.25,6960.96
24782.29,2684.57,6965.36
24754.06,2683.34,6959.96
,,
24746.21,2680.5,6936.25
24774.3,2682.62,6939.34
24837.51,2687.54,6950.16
24719.22,2673.61,6903.39
,,
24824.01,2695.81,7006.9
24922.68,2713.06,7065.53
25075.13,2723.99,7077.91
25295.87,2743.15,7136.56
25283.0,2747.71,7157.39
25385.8,2751.29,7163.58
25369.13,2748.23,7153.57
25574.73,2767.56,7211.78
25803.19,2786.24,7261.06
,,
25792.86,2776.42,7223.69
26115.65,2802.56,7298.28
26017.81,2798.03,7296.05
26071.72,2810.3,7336.38
26214.6,2832.97,7408.03
26210.81,2839.13,7460.29
26252.12,2837.54,7415.06
26392.79,2839.25,7411.16
26616.71,2872.87,7505.77
26439.48,2853.53,7466.51
26076.89,2822.43,7402.48
26149.39,2823.81,7411.48
26186.71,2821.98,7385.86
25520.96,2762.13,7240.95
24345.75,2648.94,6967.53
24912.77,2695.14,7115.88
24893.35,2681.66,7051.98
23860.46,2581.0,6777.16
24190.9,2619.55,6874.49
24601.27,2656.0,6981.96
24640.45,2662.94,7013.51
24893.49,2698.63,7143.62
25200.37,2731.2,7256.43
25219.38,2732.22,7239.47
,,
24964.75,2716.26,7234.31
24797.78,2701.33,7218.23
24962.48,2703.96,7210.09
25309.99,2747.3,7337.39
25709.27,2779.6,7421.46
25410.03,2744.28,7330.35
25029.2,2713.83,7273.01
24608.98,2677.67,7180.56
24538.06,2691.25,7257.87
24874.76,2720.94,7330.7
24884.12,2728.12,7372.01
24801.36,2726.8,7396.65
24895.21,2738.97,7427.95
25335.74,2786.57,7560.81
25178.61,2783.02,7588.32
25007.03,2765.31,7511.01
24758.12,2749.48,7496.81
24873.66,2747.33,7481.74
24946.51,2752.01,7481.99
24610.91,2712.92,7344.24
24727.27,2716.94,7364.3
24682.31,2711.93,7345.29
23957.89,2643.69,7166.68
23533.2,2588.26,6992.67
24202.6,2658.55,7220.54
23857.71,2612.62,7008.81
23848.42,2605.0,6949.23
24103.11,2640.87,7063.44
,,
23644.19,2581.88,6870.12
24033.36,2614.45,6941.28
24264.3,2644.69,7042.105
24505.22,2662.84,7076.551
23932.76,2604.47,6915.109
23979.1,2613.16,6950.344
24408.0,2656.87,7094.301
24189.45,2642.19,7069.027
24483.05,2663.99,7140.246
24360.14,2656.3,7106.648
24573.04,2677.84,7156.285
24786.63,2706.39,7281.098
24748.07,2708.64,7295.234
24664.89,2693.13,7238.055
24462.94,2670.14,7146.125
24448.69,2670.29,7128.602
24024.13,2634.56,7007.352
24083.83,2639.4,7003.738
24322.34,2666.94,7118.676
24311.19,2669.91,7119.801
24163.15,2648.05,7066.266
24099.05,2654.8,7130.703
23924.98,2635.67,7100.898
23930.15,2629.73,7088.152
24262.51,2663.42,7209.617
24357.32,2672.63,7265.211
24360.21,2671.92,7266.902
24542.54,2697.79,7339.906
24739.53,2723.07,7404.977
24831.17,2727.72,7402.883
24899.41,2730.13,7411.316
24706.41,2711.45,7351.629
24768.93,2722.46,7398.297
24713.98,2720.13,7382.473
24715.09,2712.97,7354.34
25013.29,2733.01,7394.035
24834.41,2724.44,7378.457
24886.81,2733.29,7425.957
24811.76,2727.76,7424.43
24753.09,2721.33,7433.855
,,
24361.45,2689.86,7396.594
24667.78,2724.01,7462.453
24415.84,2705.27,7442.117
24635.21,2734.62,7554.332
24813.69,2746.87,7606.461
24799.98,2748.8,7637.863
25146.39,2772.35,7689.242
25241.41,2770.37,7635.07
25316.53,2779.03,7645.512
25322.31,2782.0,7659.926
25320.73,2786.85,7703.793
25201.2,2775.63,7695.699
25175.31,2782.49,7761.043
25090.48,2779.66,7746.379
24987.47,2773.75,7747.023
24700.21,2762.59,7725.586
24657.8,2767.32,7781.516
24461.7,2749.76,7712.953
24580.89,2754.88,7692.816
24252.8,2717.07,7532.008
24283.11,2723.06,7561.625
24117.59,2699.63,7445.086
24216.05,2716.31,7503.684
24271.41,2718.37,7510.305
24307.18,2726.71,7567.688
24174.82,2713.22,7502.672
,,
24356.74,2736.61,7586.426
24456.48,2759.82,7688.387
24776.59,2784.17,7756.203
24919.66,2793.84,7759.199
24700.45,2774.02,7716.613
24924.89,2798.29,7823.914
25019.41,2801.31,7825.977
25064.36,2798.43,7805.719
25119.89,2809.55,7855.117
25199.29,2815.62,7854.445
25064.5,2804.49,7825.297
25058.12,2801.83,7820.199
25044.29,2806.98,7841.871
25241.94,2820.4,7840.766
25414.1,2846.07,7932.238
25527.07,2837.44,7852.184
25451.06,2818.82,7737.418
25306.83,2802.6,7630.004
25415.19,2816.29,7671.789
25333.82,2813.36,7707.285
25326.16,2827.22,7802.684
25462.58,2840.35,7812.01
25502.18,2850.4,7859.68
25628.91,2858.45,7883.66
25583.75,2857.7,7888.33
25509.23,2853.58,7891.78
25313.14,2833.28,7839.11
25187.7,2821.93,7819.71
25299.92,2839.96,7870.89
25162.41,2818.37,7774.12
25558.73,2840.69,7806.52
25669.32,2850.13,7816.33
25758.69,2857.05,7821.01
25822.29,2862.96,7859.17
25733.6,2861.82,7889.1
25656.98,2856.98,7878.46
25790.35,2874.69,7945.98
26049.64,2896.74,8017.9
26064.02,2897.52,8030.04
26124.57,2914.04,8109.69
25986.92,2901.13,8088.36
25964.82,2901.52,8109.54
,,
25952.48,2896.72,8091.25
25974.99,2888.6,7995.17
25995.87,2878.05,7922.73
25916.54,2871.68,7902.54
25857.07,2877.13,7924.16
25971.06,2887.89,7972.47
25998.92,2888.92,7954.23
26145.99,2904.18,8013.71
26154.67,2904.98,8010.04
26062.12,2888.8,7895.79
26246.96,2904.31,7956.11
26405.76,2907.95,7950.04
26656.98,2930.75,8028.23
26743.5,2929.67,7986.96
26562.05,2919.37,7993.25
26492.21,2915.56,8007.47
26385.28,2905.97,7990.37
26439.93,2914.0,8041.97
26458.31,2913.98,8046.35
26651.21,2924.59,8037.3
26773.94,2923.43,7999.55
26828.39,2925.51,8025.09
26627.48,2901.61,7879.51
26447.05,2885.57,7788.45
26486.78,2884.43,7735.95
26430.57,2880.34,7738.02
25598.74,2785.68,7422.05
25052.83,2728.37,7329.06
25339.99,2767.13,7496.89
25250.55,2750.79,7430.74
25798.42,2809.92,7645.49
25706.68,2809.21,7642.7
25379.45,2768.78,7485.14
25444.34,2767.78,7449.03
25317.41,2755.88,7468.63
25191.43,2740.69,7437.54
24583.42,2656.1,7108.4
24984.55,2705.57,7318.34
24688.31,2658.69,7167.21
24442.92,2641.25,7050.29
24874.64,2682.63,7161.65
25115.76,2711.74,7305.9
25380.74,2740.37,7434.06
25270.83,2723.06,7356.99
25461.7,2738.31,7328.85
25635.01,2755.45,7375.96
26180.3,2813.89,7570.75
26191.22,2806.83,7530.88
25989.3,2781.01,7406.9
25387.18,2726.22,7200.87
25286.49,2722.18,7200.87
25080.5,2701.58,7136.39
25289.27,2730.2,7259.03
25413.22,2736.27,7247.87
25017.44,2690.73,7028.48
24465.64,2641.89,6908.82
24464.69,2649.93,6972.25
,,
24285.95,2632.56,6938.98
24640.24,2673.45,7081.85
24748.73,2682.17,7082.7
25366.43,2743.79,7291.59
25338.84,2737.76,7273.08
25538.46,2760.17,7330.54
25826.43,2790.37,7441.51
25027.07,2700.06,7158.43
,,
24947.67,2695.95,7188.26
24388.95,2633.08,6969.25
24423.26,2637.72,7020.52
24370.24,2636.78,7031.83
24527.27,2651.07,7098.31
24597.38,2650.54,7070.33
24100.51,2599.95,6910.66
23592.98,2545.94,6753.73
23675.64,2546.16,6783.91
23323.66,2506.96,6636.83
22859.6,2467.42,6528.41
22445.37,2416.62,6332.99
21792.2,2351.1,6192.92
,,
22878.45,2467.7,6554.36
23138.82,2488.83,6579.49
23062.4,2485.74,6584.52
23327.46,2506.85,6635.28
,,
23346.24,2510.03,6665.94
22686.22,2447.89,6463.5
23433.16,2531.94,6738.86
23531.35,2549.69,6823.47
23787.45,2574.41,6897.0
23879.12,2584.96,6957.08
24001.92,2596.64,6986.07
23995.95,2596.26,6971.48
23909.84,2582.61,6905.92
24065.59,2610.3,7023.83
24207.16,2616.1,7034.69
24370.1,2635.96,7084.46
24706.35,2670.71,7157.23
,,
24404.48,2632.9,7020.36
24575.62,2638.7,7025.77
24553.24,2642.33,7073.46
24737.2,2664.76,7164.86
24528.22,2643.85,7085.68
24579.96,2640.0,7028.29
25014.86,2681.05,7183.08
24999.67,2704.1,7281.74
25063.89,2706.53,7263.87
25239.37,2724.87,7347.54
25411.52,2737.7,7402.08
25390.3,2731.61,7375.28
25169.53,2706.05,7288.35
25106.33,2707.88,7298.2
25053.11,2709.8,7307.9
25425.76,2744.73,7414.62
25543.27,2753.03,7420.38
25439.39,2745.73,7426.95
25883.25,2775.6,7472.41
,,
25891.32,2779.76,7486.77
25954.44,2784.7,7489.07
25850.63,2774.88,7459.71
26031.81,2792.67,7527.54
26091.95,2796.11,7554.46
26057.98,2793.9,7549.3
25985.16,2792.38,7554.51
25916.0,2784.49,7532.53
26026.32,2803.69,7595.35
25819.65,2792.81,7577.57
25806.63,2789.65,7576.36
25673.46,2771.45,7505.92
25473.23,2748.93,7421.46
25450.24,2743.07,7408.14
25650.88,2783.3,7558.06
25554.66,2791.52,7591.03
25702.89,2810.92,7643.41
25709.94,2808.48,7630.91
25848.87,2822.48,7688.53
25914.1,2832.94,7714.48
25887.38,2832.57,7723.95
25745.67,2824.23,7728.97
25962.51,2854.88,7838.96
25502.32,2800.71,7642.67
25516.83,2798.36,7637.54
25657.73,2818.46,7691.52
25625.59,2805.37,7643.38
25717.46,2815.44,7669.17
25928.68,2834.4,7729.32
26258.42,2867.19,7828.91
26179.13,2867.24,7848.69
26218.13,2873.4,7895.55
26384.63,2879.39,7891.78
26424.99,2892.74,7938.69
26341.02,2895.77,7953.88
26150.58,2878.2,7909.28
26157.16,2888.21,7964.24
26143.05,2888.32,7947.36
26412.3,2907.41,7984.16
26384.77,2905.58,7976.01
26452.66,2907.06,8000.23
26449.54,2900.45,7996.08
26559.54,2905.03,7998.06
,,7998.063
26511.05,2907.97,8015.27
26656.39,2933.68,8120.82
26597.05,2927.25,8102.01
26462.08,2926.17,8118.68
26543.33,2939.88,8146.4
26554.39,2943.03,8161.85
26592.91,2945.83,8095.39
26430.14,2923.73,8049.64
26307.79,2917.52,8036.77
26504.95,2945.64,8164.0
26438.48,2932.47,8123.29
25965.09,2884.05,7963.76
25967.33,2879.42,7943.32
25828.36,2870.72,7910.59
25942.37,2881.4,7916.94
25324.99,2811.87,7647.02
25532.05,2834.41,7734.49
25648.02,2850.96,7822.15
25862.68,2876.32,7898.05
25764.0,2859.53,7816.28
25679.9,2840.23,7702.38
25877.33,2864.36,7785.72
25776.61,2856.27,7750.84
25490.47,2822.24,7628.28
25585.69,2826.06,7637.01
,,
25347.77,2802.39,7607.35
25126.41,2783.02,7547.31
25169.88,2788.86,7567.72
24815.04,2752.06,7453.15
24819.78,2744.45,7333.02
25332.18,2803.27,7527.12
25539.57,2826.15,7575.48
25720.66,2843.49,7615.55
25983.94,2873.34,7742.1
26062.68,2886.73,7823.17
26048.51,2885.72,7822.57
26004.83,2879.84,7792.72
26106.77,2891.64,7837.13
26089.61,2886.98,7796.66
26112.53,2889.67,7845.02
26465.54,2917.75,7953.88
26504.0,2926.46,7987.32
26753.17,2954.18,8051.34
26719.13,2950.46,8031.71
26727.54,2945.35,8005.7
26548.22,2917.38,7884.72
26536.82,2913.78,7909.97
26526.58,2924.92,7967.76
26599.96,2941.76,8006.24
26717.43,2964.33,8091.16
26786.68,2973.01,8109.09
26966.0,2995.82,8170.23
,,
26922.12,2990.41,8161.79
26806.14,2975.95,8098.38
26783.49,2979.63,8141.73
26860.2,2993.07,8202.53
27088.08,2999.91,8196.04
27332.03,3013.77,8244.14
27359.16,3014.3,8258.19
27335.63,3004.04,8222.8
27219.85,2984.42,8185.21
27222.97,2995.11,8207.24
27154.2,2976.61,8146.49
27171.9,2985.03,8204.14
27349.19,3005.47,8251.4
27269.97,3019.56,8321.5
27140.98,3003.67,8238.54
27192.45,3025.86,8330.21
27221.35,3020.97,8293.33
27198.02,3013.18,8273.61
26864.27,2980.38,8175.42
26583.42,2953.56,8111.12
26485.01,2932.05,8004.07
25717.74,2844.74,7726.04
26029.52,2881.77,7833.27
26007.07,2883.98,7862.83
26378.19,2938.09,8039.16
26287.44,2918.65,7959.14
25907.37,2883.75,7863.41
26279.91,2926.32,8016.36
25479.42,2840.6,7773.94
25579.39,2847.6,7766.62
25886.01,2888.68,7895.99
26135.79,2923.65,8002.81
25962.44,2900.51,7948.56
26202.73,2924.43,8020.21
26252.24,2922.95,7991.39
25628.9,2847.11,7751.77
25898.83,2878.38,7853.74
25777.9,2869.16,7826.95
26036.1,2887.94,7856.88
26362.25,2924.58,7973.39
26403.28,2926.46,7962.88
,,
26118.02,2906.27,7874.16
26355.47,2937.78,7976.88
26728.15,2976.0,8116.83
26797.46,2978.71,8103.07
26835.51,2978.43,8087.44
26909.43,2979.39,8084.16
27137.04,3000.93,8169.68
27182.45,3009.57,8194.47
27219.52,3007.39,8176.71
27076.82,2997.96,8153.54
27110.8,3005.7,8186.02
27147.08,3006.73,8177.39
27094.79,3006.79,8182.88
26935.07,2992.07,8117.67
26949.99,2991.78,8112.46
26807.77,2966.6,7993.63
26970.71,2984.87,8077.38
26891.12,2977.62,8030.66
26820.25,2961.79,7939.63
26916.83,2976.74,7999.34
26573.04,2940.25,7908.68
26078.62,2887.61,7785.25
26201.04,2910.63,7872.26
26573.72,2952.01,7982.47
26478.02,2938.79,7956.29
26164.04,2893.06,7823.78
26346.01,2919.4,7903.74
26496.67,2938.13,7950.78
26816.59,2970.27,8057.04
26787.36,2966.15,8048.65
27024.8,2995.68,8148.71
27001.98,2989.69,8124.18
27025.88,2997.95,8156.85
26770.2,2986.2,8089.54
26827.64,3006.72,8162.99
26788.1,2995.99,8104.3
26833.95,3004.52,8119.79
26805.53,3010.29,8185.8
26958.06,3022.55,8243.12
27090.72,3039.42,8325.99
27071.42,3036.89,8276.85
27186.69,3046.77,8303.98
27046.23,3037.56,8292.36
27347.36,3066.91,8386.4
27462.11,3078.27,8433.2
27492.63,3074.62,8434.68
27492.56,3076.78,8410.63
27674.8,3085.18,8434.52
27681.24,3093.08,8475.31
27691.49,3087.01,8464.28
27691.49,3091.84,8486.09
27783.59,3094.04,8482.1
27781.96,3096.63,8479.02
28004.89,3120.46,8540.83
28036.22,3122.03,8549.94
27934.02,3120.18,8570.66
27821.09,3108.46,8526.73
27766.29,3103.54,8506.21
27875.62,3110.29,8519.88
28066.47,3133.64,8632.49
28121.68,3140.52,8647.93
28164.0,3153.63,8705.18
,,
28051.41,3140.98,8665.47
27783.04,3113.87,8567.99
27502.81,3093.2,8520.64
27649.78,3112.76,8566.67
27677.79,3117.43,8570.7
28015.06,3145.91,8656.53
27909.6,3135.96,8621.83
27881.72,3132.52,8616.18
27911.3,3141.63,8654.05
28132.05,3168.57,8717.32
28135.38,3168.8,8734.88
28235.89,3191.45,8814.23
28267.16,3192.52,8823.36
28239.28,3191.14,8827.73
28376.96,3205.37,8887.22
28455.09,3221.22,8924.96
28551.53,3224.01,8945.65
28515.45,3223.38,8952.88
,,
28621.39,3239.91,9022.39
28645.26,3240.02,9006.62
28462.14,3221.29,8945.99
28538.44,3230.78,8972.6
,,
28868.8,3257.85,9092.19
28634.88,3234.85,9020.77
28703.38,3246.28,9071.46
28583.68,3237.18,9068.58
28745.09,3253.05,9129.24
28956.9,3274.7,9203.43
28823.77,3265.35,9178.86
28907.05,3288.13,9273.93
28939.67,3283.15,9251.33
29030.22,3289.29,9258.7
29297.64,3316.81,9357.13
29348.1,3329.62,9388.94
,,
29196.04,3320.79,9370.81
29186.27,3321.75,9383.77
29160.09,3325.54,9402.48
28989.73,3295.47,9314.91
28535.8,3243.63,9139.31
28722.85,3276.24,9269.68
28734.45,3273.4,9275.16
28859.44,3283.66,9298.93
28256.03,3225.52,9150.94
28399.81,3248.92,9273.4
28807.63,3297.59,9467.97
29290.85,3334.69,9508.68
29379.77,3345.78,9572.15
29102.51,3327.71,9520.51
29276.82,3352.09,9628.39
29276.34,3357.75,9638.94
29551.42,3379.45,9725.96
29423.31,3373.94,9711.97
29398.08,3380.16,9731.18
,,
29232.19,3370.29,9732.74
29348.03,3386.15,9817.18
29219.98,3373.23,9750.96
28992.41,3337.75,9576.59
27960.8,3225.89,9221.28
27081.36,3128.21,8965.61
26957.59,3116.39,8980.77
25766.64,2978.76,8566.48
25409.36,2954.22,8567.37
26703.32,3090.23,8952.16
25917.41,3003.37,8684.09
27090.86,3130.12,9018.09
26121.28,3023.94,8738.6
25864.78,2972.37,8575.62
23851.02,2746.56,7950.68
25018.16,2882.23,8344.25
23553.22,2741.38,7952.05
21200.62,2480.64,7201.8
23185.62,2711.02,7874.88
20188.52,2386.13,6904.59
21237.38,2529.19,7334.78
19898.92,2398.1,6989.84
20087.19,2409.39,7150.58
19173.98,2304.92,6879.52
18591.93,2237.4,6860.67
20704.91,2447.33,7417.86
21200.55,2475.56,7384.3
22552.17,2630.07,7797.54
21636.78,2541.47,7502.38
22327.48,2626.65,7774.15
21917.16,2584.59,7700.1
20943.51,2470.5,7360.58
21413.44,2526.9,7487.31
21052.53,2488.65,7373.08
22679.99,2663.68,7913.24
22653.86,2659.41,7887.26
23433.57,2749.98,8090.9
23719.37,2789.82,8153.58
,,
23390.77,2761.63,8192.42
23949.76,2846.06,8515.74
23504.35,2783.36,8393.18
23537.68,2799.55,8532.36
24242.49,2874.56,8650.14
23650.44,2823.16,8560.73
23018.88,2736.56,8263.23
23475.82,2799.31,8495.38
23515.26,2797.8,8494.75
23775.27,2836.74,8634.52
24133.78,2878.48,8730.16
24101.55,2863.39,8607.73
24633.86,2939.51,8914.71
24345.72,2912.43,8889.55
23723.69,2830.71,8604.95
23749.76,2842.74,8710.71
23883.09,2868.44,8809.12
23664.64,2848.42,8854.39
23875.89,2881.19,8979.66
24331.32,2929.8,9121.32
24221.99,2930.32,9192.34
23764.78,2870.12,9002.55
23247.97,2820.0,8863.17
23625.34,2852.5,8943.72
23685.42,2863.7,9014.56
24597.37,2953.91,9234.83
24206.86,2922.94,9185.1
24575.9,2971.61,9375.78
24474.12,2948.51,9284.88
24465.16,2955.45,9324.59
,,
24995.11,2991.77,9340.22
25548.27,3036.13,9412.36
25400.64,3029.73,9368.99
25383.11,3044.31,9489.87
25475.02,3055.73,9552.05
25742.65,3080.82,9608.37
26269.89,3122.87,9682.91
26281.82,3112.35,9615.81
27110.98,3193.93,9814.08
27572.44,3232.39,9924.74
27272.3,3207.18,9953.75
26989.99,3190.14,10020.35
25128.17,3002.1,9492.73
25605.54,3041.31,9588.81
25763.16,3066.59,9726.02
26289.98,3124.74,9895.87
26119.61,3113.49,9910.53
26080.1,3115.34,9943.05
25871.46,3097.74,9946.12
26024.96,3117.86,10056.47
26156.1,3131.29,10131.37
25445.94,3050.33,9909.17
25745.6,3083.76,10017.0
25015.55,3009.05,9757.22
25595.8,3053.24,9874.15
25812.88,3100.29,10058.77
25734.97,3115.86,10154.63
25827.36,3130.01,10207.63
,,
26287.03,3179.72,10433.65
25890.18,3145.32,10343.89
26067.28,3169.94,10492.5
25706.09,3152.05,10547.75
26075.3,3185.04,10617.44
26085.8,3155.22,10390.84
26642.59,3197.52,10488.58
26870.1,3226.56,10550.49
26734.71,3215.57,10473.83
26671.95,3224.73,10503.19
26680.87,3251.84,10767.09
26840.4,3257.3,10680.36
27005.84,3276.02,10706.13
26652.33,3235.66,10461.42
26469.89,3215.63,10363.18
26584.77,3239.41,10536.27
26379.28,3218.44,10402.09
26539.57,3258.44,10542.94
26313.65,3246.22,10587.81
26428.32,3271.12,10745.27
26664.4,3294.61,10902.8
26828.47,3306.51,10941.17
27201.52,3327.77,10998.4
27386.98,3349.16,11108.07
27433.48,3351.28,11010.98
27791.44,3360.47,10968.36
27686.91,3333.69,10782.82
27976.84,3380.35,11012.24
27896.72,3373.43,11042.5
27931.02,3372.85,11019.3
27844.91,3381.99,11129.73
27778.07,3389.78,11210.84
27692.88,3374.85,11146.46
27739.73,3385.51,11264.95
27930.33,3397.16,11311.8
28308.46,3431.28,11379.72
28248.44,3443.62,11466.47
28331.92,3478.73,11665.06
28492.27,3484.55,11625.34
28653.87,3508.01,11695.63
28430.05,3500.31,11775.46
28645.66,3526.65,11939.67
29100.5,3580.84,12056.44
28292.73,3455.06,11458.1
28133.31,3426.96,11313.13
,,
27500.89,3331.84,10847.69
27940.47,3398.96,11141.56
27534.58,3339.19,10919.59
27665.64,3340.97,10853.55
27993.33,3383.54,11056.65
27995.6,3401.2,11190.32
28032.38,3385.49,11050.47
27901.98,3357.01,10910.28
27657.42,3319.47,10793.28
27147.7,3281.06,10778.8
27288.18,3315.57,10963.64
26763.13,3236.92,10632.99
26815.44,3246.59,10672.27
27173.96,3298.46,10913.56
27584.06,3351.6,11117.52
27452.66,3335.47,11085.25
27781.7,3363.0,11167.51
27816.9,3380.8,11326.51
27682.81,3348.44,11075.02
28148.64,3408.63,11332.49
27772.76,3360.95,11154.6
28303.46,3419.45,11364.6
28425.51,3446.83,11420.98
28586.9,3477.13,11579.94
28837.52,3534.22,11876.26
28679.81,3511.93,11863.9
28514.0,3488.67,11768.73
28494.2,3483.34,11713.87
28606.31,3483.81,11671.56
28195.42,3426.92,11478.88
28308.79,3443.12,11516.49
28210.82,3435.56,11484.69
28363.66,3453.49,11506.01
28335.57,3465.39,11548.28
27685.38,3400.97,11358.94
27463.19,3390.68,11431.35
26519.95,3271.03,11004.87
26659.11,3310.11,11185.59
26501.6,3269.96,10911.59
26925.05,3310.24,10957.61
27480.03,3369.16,11160.57
27847.66,3443.44,11590.78
28390.18,3510.45,11890.93
28323.4,3509.44,11895.23
29157.97,3550.5,11713.78
29420.92,3545.53,11553.86
29397.63,3572.66,11786.43
29080.17,3537.01,11709.59
29479.81,3585.15,11829.29
29950.44,3626.91,11924.13
29783.35,3609.53,11899.34
29438.42,3567.79,11801.6
29483.23,3581.87,11904.71
29263.48,3557.54,11854.97
29591.27,3577.59,11881.17
30046.24,3635.41,12037.33
29872.47,3629.65,12094.4
,,
29910.37,3638.35,12205.85
29638.64,3621.63,12198.74
29823.92,3662.45,12355.11
29883.79,3669.01,12349.37
29969.52,3666.72,12377.18
30218.26,3699.12,12464.23
30069.79,3691.96,12519.95
30173.88,3702.25,12582.77
30068.81,3672.82,12338.95
29999.26,3668.1,12405.81
30046.37,3663.46,12377.87
29861.55,3647.49,12440.04
30199.31,3694.62,12595.06
30154.54,3701.17,12658.19
30303.37,3722.48,12764.75
30179.05,3709.41,12755.64
30216.45,3694.92,12742.52
30015.51,3687.26,12807.92
30129.83,3690.01,12771.11
30199.87,3703.06,12804.73
,,
30403.97,3735.36,12899.42
30335.67,3727.04,12850.22
30409.56,3732.04,12870.0
30606.48,3756.07,12888.28
,,
30223.89,3700.65,12698.45
30391.6,3726.86,12818.96
30829.4,3748.14,12740.79
31041.13,3803.79,13067.48
31097.97,3824.68,13201.98
31008.69,3799.61,13036.43
31068.69,3801.19,13072.43
31060.47,3809.84,13128.95
30991.52,3795.54,13112.64
30814.26,3768.25,12998.5
,,
30930.52,3798.91,13197.18
31188.38,3851.85,13457.25
31176.01,3853.07,13530.91
30996.98,3841.47,13543.06
30960.0,3855.36,13635.99
30937.04,3849.62,13626.06
30303.17,3750.77,13270.6
30603.36,3787.38,13337.16
29982.62,3714.24,13070.69
30211.91,3773.86,13403.39
30687.48,3826.31,13612.78
30723.6,3830.17,13610.54
31055.86,3871.74,13777.74
31148.24,3886.83,13856.3
31385.76,3915.59,13987.64
31375.83,3911.23,14007.7
31437.8,3909.88,13972.53
31430.7,3916.38,14025.77
31458.4,3934.83,14095.47
,,
31522.75,3932.59,14047.5
31613.02,3931.33,13965.49
31493.34,3913.97,13865.36
31494.32,3906.71,13874.46
31521.69,3876.5,13533.05
31537.35,3881.37,13465.2
31961.86,3925.43,13597.97
31402.01,3829.34,13119.43
30932.37,3811.15,13192.35
31535.51,3901.82,13588.83
31391.52,3870.29,13358.79
31270.09,3819.72,12997.75
30924.14,3768.47,12723.47
31496.3,3841.94,12920.15
31802.44,3821.35,12609.16
31832.74,3875.44,13073.82
32297.02,3898.81,13068.83
32485.59,3939.34,13398.67
32778.64,3943.34,13319.86
32953.46,3968.94,13459.71
32825.95,3962.71,13471.57
33015.37,3974.12,13525.2
32862.3,3915.46,13116.17
32627.97,3913.1,13215.24
32731.2,3940.59,13377.54
32423.15,3910.52,13227.7
32420.06,3889.14,12961.89
32619.48,3909.52,12977.68
33072.88,3974.54,13138.72
33171.37,3971.09,13059.65
33066.96,3958.55,13045.39
32981.55,3972.89,13246.87
33153.21,4019.87,13480.11
,,
33527.19,4077.91,13705.59
33430.24,4073.94,13698.38
33446.26,4079.95,13688.84
33503.57,4097.17,13829.31
33800.6,4128.8,13900.19
33745.4,4127.99,13850.0
33677.27,4141.59,13996.1
33730.89,4124.66,13857.84
34035.99,4170.42,14038.76
34200.67,4185.47,14052.34
34077.63,4163.26,13914.77
33821.3,4134.94,13786.27
34137.31,4173.42,13950.22
33815.9,4134.98,13818.41
34043.49,4180.17,14016.81
33981.57,4187.62,14138.78
